"","id","zip","stratum2","region","stratum2014","region2014","r_stratum2014","psu","ssu","wsel0","wsel","wr_19_4","wr_19_5","wave","qtype","year","year_m","sdt1","sdt2","a1","a2y","a2m","a3city","a3zip","a4city","a4zip","a5","a5city","a5zip","a6","a7","ka7","a8","ka8","a9","ka9","a10","a11","ka11","a12","a12a","a13","a14","a1501","a1502","a1503","a1504","a1505","a1506","a1507","a1508","ka15","a16","a17","a18","a19","ka19","a20","ka20","a20a","a20a1","a21","ka21","a22","ka22","a23","ka23","a24","ka24","b1","b2","b3","b4","b5","b6","b7a","b7b","b7c","b7d","b8a","b8b","b8c","b8d","b9a","b9b","b10","b1101","b1102","b1103","b1104","b1105","b1106","b1107","b1108","b1197","b12a","b12b","kb12b","b13a","b13b","b13c","b13d","b13e","b13f","b13g","b14a","b14b","b14c","b14d","b14e","b14f","b14g","b15a1","b15a2","b15a3","b15a4","b15a5","b15a6","b15a7","b15b1","b15b2","b15b3","b15b4","b15b5","b15b6","b15b7","b15c1","b15c2","b15c3","b15c4","b15c5","b15c6","b15c7","b16","b17","b18","b19","b20a","b20b","b20c","b21a","b21b","b21c","b21d","b22","b23a","b23b","b23c","c1","c2","c3a","c3b","c3c","c3d","c3e","c3f","c3g","c3h","c3i","kc3i","d1","kd1","d2","d3","e1","e2","e3","e4","f1","f1a","f2","f2a","f3","f3a","f4","f4a","f5","f6","f7","f8a","f8b","f8c","f9","f10a","f10b","f10c","f10d","f10e","f11a","f11b","f11c","f12","kf12","f13a","f13b","f13c","f13d","f13e","f13f","f13g","f13h","f13i","g1","g2h","g2m","g2","g3a","g3b","g3c","g4","g5","kg5","g6","kg6","g7h","g7m","g7","g8a","g8b","g8c","g9a","g9b","g9c","g10","g10a","g11","g11a","h1","kh1","h2city","h2zip","h3a3","h3b4","h3b5","h3b5isco88","h4","h5","h6","kh6","h6a","h7","h7a","kh7a","h8","h9y","h9m","h10","h11","kh11","h12","h13a3","h13b4","h13b5","h13b5isco88","h13c","h14","h15","h15a","h16","h1701","h1702","h1703","h1704","h1705","h1706","h1707","h1708","h1709","h1710","h1711","h1712","h1713","h1714","h1715","h1716","h1717","h1718","h1719","h1720","h1721","h1722","h1723","h1724","h1725","kh17","h18","h18a","h19","h20","h21","h22","h23","h24","h25","h26","h27","h28","edt1","edt2","a2n","a13n","a18n","a18n2","f2an","f4an","g2n","g7n","h3a3n","h3b4n","h3b5n","h3b5isco88n","h8n","h9n","h12n","h13a3n","h13b4n","h13b5n","h13b5isco88n","h16n","h18n"
"736",324220,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,1.00305729070307,0.990583287832582,"0704","卷二",2018,107,804,1506,1,58,3,8,424,4,324,1,4,324,3,4,"",1,"",9,"",96,10,"",1,96,14,1,0,0,1,0,0,0,0,0,"",1,1,59,1,"",11,"",1,96,1,"",1,"",17,"",3,"",3,3,2,3,5,2,4,3,2,2,6,2,1,2,2,2,5,1,0,1,1,0,0,0,0,0,4,1,"",2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,6,6,6,1,1,4,4,6,5,5,5,1,5,1,3,3,3,3,2,3,2,4,"",3,"",3,1,2,4,4,2,1,4,2,996,2,96,2,9996,2,2,2,1,1,1,3,1,1,6,4,1,3,3,3,1,"",6,6,6,6,2,3,4,6,2,1,2,0,120,5,5,1,1,2,"",7,"",5,0,300,11,11,1,1,2,6,4,96,4,96,1,"",6,303,290,250,2151,2143,9,1,1,"",5,3,3,"",40,24,7,2,1,"",40,230,431,4311,4121,1,1,1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,0,6,3,3,3,2,1,2,7,5,10,804,1545,4,3,4,7,96,96,3,6,3,2,2,2,4,7,4,3,4,4,4,5,3
"737",324221,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,1.00305729070307,0.990583287832582,"0704","卷二",2018,107,804,1415,1,64,5,8,411,4,324,1,4,324,3,4,"",1,"",9,"",96,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,1,66,1,"",18,"",1,96,1,"",2,"",17,"",3,"",1,3,3,2,3,2,5,2,1,2,6,2,2,2,6,2,3,0,1,1,1,1,0,0,0,0,4,1,"",2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,6,2,6,2,2,6,2,4,5,5,6,5,1,1,3,1,3,2,2,2,3,4,"",2,"",3,1,2,1,1,4,1,2,1,4,1,2,1,2,2,3,3,1,1,1,3,1,6,2,2,2,6,7,7,1,"",7,6,6,2,2,2,2,2,2,1,1,0,60,5,1,10,2,4,"",1,"",3,0,180,7,1,1,1,4,2,3,2,4,96,2,"",5,3001,850,303,2359,3341,3,1,1,"",5,2,96,"",20,3,0,2,11,"",40,830,410,4110,4115,3,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,6,4,3,2,4,2,2,5,24,5,804,1457,4,3,4,8,1,1,2,4,16,3,2,3,2,3,4,15,4,4,4,4,3
"738",324223,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,0.768449009086938,0.846222163214024,"0704","卷二",2018,107,801,915,2,40,11,11,648,11,648,1,4,324,3,1,"",1,"",4,"",2,3,"",1,96,6,2,96,96,96,96,96,96,96,96,"",2,3,96,96,"",96,"",96,96,96,"",96,"",1,"",1,"",4,2,3,1,2,2,1,1,4,4,1,1,1,1,7,7,7,0,0,1,0,0,0,0,0,0,97,97,"",1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,"disCH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2,4,94,7,4,4,5,7,7,7,1,1,1,3,2,2,3,4,3,2,4,"",3,"",4,2,3,4,4,4,1,2,1,2,1,4,2,9996,5,97,97,1,1,1,4,1,1,2,4,4,1,4,4,2,"",4,4,5,4,4,4,3,2,1,1,3,0,180,1,1,10,2,1,"",1,"",2,0,120,9,9,9,1,9,9,3,2,4,96,10,"",96,9996,330,950,9321,9322,6,1,1,"",5,2,96,"",48,13,0,5,96,"",996,996,996,9996,9996,96,96,96,96,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,"",3,0,5,3,1,2,2,3,2,24,96,97,801,950,6,1,96,96,1,96,4,3,3,9,9,9,5,5,96,96,96,96,96,6,4
"739",324224,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,0.954043801302341,0.968127250117911,"0704","卷二",2018,107,807,2000,2,77,4,2,117,4,324,1,4,324,3,1,"",4,"",4,"",2,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",17,"",8,"",2,1,1,2,3,1,5,2,5,5,6,2,6,3,3,3,1,1,0,1,1,1,1,0,0,0,2,1,"",1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,6,3,6,2,2,2,2,6,3,2,4,3,1,1,3,2,1,2,2,2,2,4,"",3,"",2,1,1,2,1,2,1,2,1,2,1,2,2,9996,3,3,1,1,1,1,4,1,1,5,2,2,2,2,2,1,"",4,3,6,3,2,3,2,2,2,1,2,0,120,5,4,3,2,2,"",4,"",12,0,720,4,4,2,4,2,5,2,1,3,1,1,"",4,320,790,511,5113,5113,4,1,1,"",5,2,96,"",50,1,2,2,96,"",996,996,996,9996,9996,96,96,96,96,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,7,3,3,2,1,2,1,6,96,97,807,2038,3,3,96,96,1,96,3,8,14,5,5,5,5,2,96,96,96,96,96,4,1
"740",324226,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,1.00583344958081,1.01734515466002,"0704","卷二",2018,107,809,1800,2,74,7,29,1,2,117,1,4,324,3,1,"",2,"",9,"",96,4,"",1,96,9,2,96,96,96,96,96,96,96,96,"",2,1,69,1,"",97,"",97,96,1,"",1,"",97,"",97,"",4,4,4,1,2,1,2,2,2,2,2,2,2,6,6,6,7,0,0,1,1,0,0,0,0,0,5,3,"",2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,6,6,2,2,2,2,2,7,7,7,1,3,2,2,2,3,3,3,3,3,4,"",3,"",4,2,1,4,4,4,1,1,2,996,1,1,97,9996,2,1,1,2,2,2,4,2,6,6,6,2,6,2,2,1,"",2,6,2,2,6,2,2,6,6,2,0,20,20,8,8,8,5,1,"",7,"",3,0,180,9,1,9,1,9,9,4,96,4,96,1,"",4,338,260,790,7543,4132,6,1,1,"",5,2,96,"",60,4,0,3,1,"",60,260,840,8322,8322,2,1,1,5,8,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,6,4,2,3,3,4,2,5,5,9,809,1830,3,2,3,8,96,96,1,4,3,7,7,4,6,3,6,3,8,8,8,7,2
"741",324227,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,1.01526969409017,0.989928899074202,"0704","卷二",2018,107,801,1040,1,37,11,29,10,1,214,1,4,324,2,4,"",4,"",9,"",96,8,"",3,2,11,2,96,96,96,96,96,96,96,96,"",1,1,39,1,"",3,"",1,96,2,"",2,"",2,"",2,"",3,1,2,3,3,2,1,1,1,1,5,2,1,1,7,7,2,1,0,1,0,0,0,0,0,0,2,1,"",1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,6,5,4,4,4,5,6,6,7,1,1,1,2,1,1,3,3,3,3,4,"",3,"",4,1,2,2,1,4,1,1,1,1,1,2,1,2,3,1,1,1,1,1,3,1,1,7,4,4,2,5,5,5,"",5,4,6,3,3,3,3,2,1,1,10,0,600,10,2,1,2,5,"國語、台語流行歌曲",3,"",0,30,30,1,11,11,1,9,9,4,96,4,96,10,"",96,9996,340,720,7232,7232,10,1,1,"",5,2,96,"",40,20,0,5,11,"",48,560,513,5120,5122,1,1,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,0,3,3,3,4,1,3,1,24,24,7,801,1116,7,2,6,5,1,1,8,1,3,7,7,7,4,6,5,9,5,5,5,3,4
"742",324228,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,1.08539818577075,1.09834921929702,"0704","卷二",2018,107,804,1641,2,61,12,14,721,4,324,1,4,324,3,4,"",1,"",4,"",2,8,"",1,96,12,2,96,96,96,96,96,96,96,96,"",1,2,98,1,"",8,"",1,96,1,"",1,"",4,"",3,"",2,2,2,4,1,1,2,2,4,2,7,2,2,2,2,6,2,0,0,1,1,1,0,0,0,0,3,7,"台灣",2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,3,6,2,3,5,3,7,7,7,7,5,5,1,2,2,2,2,2,2,2,4,"",2,"",4,1,2,2,4,4,1,1,1,3,1,1,1,3,2,2,2,1,1,1,4,1,2,6,3,2,1,1,1,6,"國語、台語各半",6,2,7,4,3,2,2,2,1,1,2,0,120,4,4,10,1,94,"",7,"",3,0,180,5,2,11,7,2,9,1,2,2,2,1,"",4,324,260,820,8212,8283,8,1,1,"",5,3,97,"",40,7,0,1,1,"",40,340,720,7233,7233,1,6,96,96,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,0,6,3,1,2,1,2,2,6,7,15,804,1718,4,2,98,98,1,1,3,4,3,8,8,8,4,4,4,3,7,7,7,3,3
"743",324231,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,1.10142051708124,1.09054636468603,"0704","卷二",2018,107,730,1554,1,68,4,16,912,4,324,1,4,324,3,1,"",1,"",10,"創價學會",2,6,"",1,96,12,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",4,"",1,"",4,4,3,2,1,1,4,4,4,2,2,3,4,4,6,7,7,0,0,1,0,0,0,0,0,0,2,5,"",2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,"likeCH",1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,4,5,5,5,2,2,5,6,6,6,6,4,7,7,7,5,1,1,3,4,2,4,3,3,2,4,"",3,"",4,1,1,2,4,4,1,7,1,2,1,2,2,9996,2,1,1,1,1,1,4,4,1,7,7,1,1,7,7,2,"",2,2,5,3,2,3,3,1,1,2,1,30,90,10,2,10,5,5,"國語、台語流行歌曲",2,"",0,30,30,11,11,11,1,9,9,4,96,3,1,1,"",4,326,430,710,7131,7141,2,6,96,"",96,2,96,"",40,20,0,3,96,"",996,996,996,9996,9996,96,96,96,96,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",0,96,3,3,3,3,2,5,1,7,96,7,730,1643,3,2,96,96,1,96,3,1,6,7,7,7,4,6,96,96,96,96,96,4,1
"744",324232,324,3,2,3,2,22,2,1,1.150428851,1.10011136575731,0.768449009086938,0.846222163214024,"0704","卷二",2018,107,730,1655,2,44,3,6,305,6,305,1,4,324,3,2,"",2,"",4,"",2,3,"",1,96,6,2,96,96,96,96,96,96,96,96,"",2,1,40,1,"",3,"",1,96,2,"",2,"",1,"",1,"",3,2,3,2,2,2,2,2,2,2,2,2,4,1,7,7,7,0,0,1,0,0,0,0,0,0,2,97,"",1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,"disCH",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,2,4,94,6,94,94,4,7,7,7,1,1,1,4,3,1,4,3,3,3,4,"",3,"",3,2,3,4,4,4,1,1,1,4,1,3,1,4,3,1,1,1,1,1,4,2,2,5,4,4,1,2,3,3,"",4,4,4,4,4,3,3,2,1,1,4,0,240,5,1,1,4,1,"",1,"",0,0,0,96,96,96,96,96,96,96,96,96,96,11,"",96,9996,120,790,8153,8263,2,7,96,"",96,2,96,"",56,30,0,3,12,"",56,120,790,7531,7433,1,7,96,96,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"",3,0,5,3,2,3,3,4,2,24,24,97,730,1738,6,1,6,5,1,1,5,0,3,7,8,8,6,7,6,3,7,7,7,7,4
"745",324403,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.03316702725006,1.04559698150807,"0704","卷二",2018,107,805,1925,2,64,3,4,324,4,324,2,4,326,3,4,"",1,"",4,"",2,20,"",1,96,19,2,96,96,96,96,96,96,96,96,"",1,1,72,1,"",19,"",1,96,3,"",2,"",10,"",3,"",3,2,2,2,2,1,6,2,4,4,6,2,4,4,3,2,2,0,0,1,1,1,0,0,0,0,4,1,"",1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,1,7,2,2,2,2,3,5,5,3,1,3,1,3,1,1,1,1,1,1,2,"原住民料理",4,"",2,1,2,2,1,2,1,3,1,2,2,96,1,1,4,97,97,1,1,1,3,1,1,7,2,2,1,5,5,1,"",7,2,4,4,4,4,2,5,1,2,1,0,60,10,4,10,3,4,"",4,"",4,0,240,1,1,1,1,4,6,3,2,3,2,1,"",3,244,850,202,2341,2331,5,1,1,"",2,96,96,"",40,7,0,1,1,"",40,180,250,2141,2149,3,1,1,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,7,3,3,2,3,5,2,8,6,14,805,2010,4,4,3,9,1,1,2,5,16,2,2,2,4,4,4,3,2,2,2,3,1
"746",324406,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.04574602210905,1.04490625017947,"0704","卷二",2018,107,810,1202,2,42,3,4,320,4,320,1,4,324,3,1,"",2,"",4,"",2,6,"",1,96,12,2,96,96,96,96,96,96,96,96,"",2,1,39,1,"",11,"",1,96,2,"",1,"",2,"",1,"",4,4,4,3,2,2,1,1,1,1,6,2,4,4,7,7,4,0,0,1,0,1,0,0,0,0,4,3,"",2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,4,3,3,3,4,2,7,2,5,5,3,5,7,7,7,1,1,1,3,3,1,4,2,2,3,4,"",3,"",4,1,1,2,1,4,1,4,2,996,1,2,1,2,2,1,1,1,1,1,4,1,1,6,2,2,2,5,5,6,"台語、客家語各半",6,6,6,2,2,2,2,2,1,1,1,0,60,8,8,1,3,2,"",7,"",0,30,30,9,9,9,1,4,9,4,96,4,96,10,"",96,9996,240,820,8121,8123,5,1,1,"",5,2,96,"",44,10,3,5,10,"",44,240,790,7543,4132,3,1,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"",2,0,6,3,3,2,2,3,1,24,24,17,810,1236,6,2,6,5,96,1,2,1,3,8,8,8,5,4,5,3,7,7,4,5,3
"747",324408,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,0.954043801302341,0.968127250117911,"0704","卷二",2018,107,811,2025,2,84,11,4,324,4,324,1,4,324,2,4,"",1,"",4,"",2,18,"",2,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",17,"",22,"只知專科，不知幾專",3,2,2,3,3,1,6,4,6,6,7,2,4,2,7,7,7,0,0,0,1,0,0,0,0,0,3,1,"",1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,7,1,7,2,2,4,4,2,3,3,7,1,3,1,2,3,3,3,3,3,3,4,"",3,"",1,1,1,4,4,4,2,96,97,996,2,96,97,9996,1,97,97,1,1,1,3,1,1,6,7,1,1,4,4,1,"",2,3,4,2,3,3,3,2,2,1,3,0,180,2,4,1,2,2,"",4,"",9,0,540,1,1,9,1,4,2,4,96,4,96,1,"",4,335,850,303,2359,3310,3,1,1,"",5,2,96,"",40,0,2,1,96,"",996,996,996,9996,9996,96,96,96,96,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,6,3,1,2,1,3,2,4,96,12,811,2055,2,3,96,96,96,96,4,8,16,3,2,3,4,1,96,96,96,96,96,3,1
"748",324410,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.00305729070307,0.990583287832582,"0704","卷二",2018,107,1112,825,1,65,9,14,747,14,701,1,4,324,2,1,"",1,"",9,"",96,18,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,1,65,1,"",19,"",1,96,1,"",1,"",3,"",1,"",4,3,3,4,2,2,2,3,2,6,6,2,6,6,6,7,2,0,0,1,1,1,1,0,0,0,2,97,"",2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,"disCH",1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,5,5,5,6,6,6,2,94,94,2,5,5,7,7,3,1,1,2,1,4,1,1,4,4,4,"",2,"",3,2,94,4,4,4,2,96,1,997,2,96,1,9997,3,1,1,1,1,1,3,1,1,2,6,4,2,6,6,2,"",6,6,7,2,2,2,2,6,6,1,2,0,120,2,2,8,3,2,"",1,"",6,0,360,9,9,9,2,4,6,4,96,4,96,1,"",4,320,830,520,5411,5161,11,1,1,"",1,96,96,"",96,15,97,1,1,"",40,850,303,2359,3343,2,1,1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,0,6,3,3,1,3,5,1,9,5,14,1112,902,4,3,4,8,97,97,3,7,15,5,5,5,7,7,4,16,3,2,3,5,3
"749",324412,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.08539818577075,1.09834921929702,"0704","卷二",2018,107,1112,1120,2,58,12,16,912,16,912,1,4,324,3,2,"",2,"",9,"",96,8,"",1,96,12,2,96,96,96,96,96,96,96,96,"",1,1,58,1,"",6,"",1,96,2,"",2,"",3,"",1,"",4,4,3,1,2,1,6,1,2,2,6,2,6,6,2,7,7,0,0,0,1,0,0,0,0,0,2,97,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,2,2,6,6,6,6,6,6,6,7,7,1,1,3,3,3,1,2,3,3,3,4,"",4,"",4,1,2,4,4,4,2,96,2,996,1,1,2,9996,92,3,3,1,1,1,4,1,1,6,6,2,2,6,2,3,"",6,2,6,2,2,2,2,2,2,1,1,0,60,8,1,8,2,2,"",7,"",1,0,60,9,9,9,9,9,9,4,96,4,96,1,"",4,330,470,531,5223,5220,97,1,1,"",5,2,96,"",40,14,0,1,12,"",992,410,710,7112,7122,1,1,5,96,8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"小叔*1、小姑*1",2,0,3,3,2,2,2,4,2,5,24,97,1112,1158,4,2,4,7,96,96,2,2,7,5,5,5,4,5,92,6,7,7,7,7,3
"750",324413,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.13448291730917,1.15111167442089,"0704","卷二",2018,107,813,2036,2,68,6,7,370,4,324,1,4,324,2,2,"",2,"",9,"",96,8,"",1,96,12,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",3,"",3,"",4,3,2,2,2,1,6,2,3,3,6,2,3,2,6,3,6,0,0,1,1,1,0,0,0,0,97,97,"",1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,6,2,6,6,2,6,6,6,7,5,3,1,3,3,3,3,1,3,2,4,"",2,"",2,1,2,4,4,2,1,2,1,997,1,2,1,9997,1,97,97,1,1,1,4,1,2,6,2,2,2,3,3,1,"",3,6,6,6,3,3,3,2,2,1,2,0,120,5,5,5,2,4,"",7,"",3,0,180,9,1,9,1,4,5,2,2,4,96,1,"",4,320,470,531,5223,5220,6,1,1,"",5,1,2,"",45,8,2,1,96,"",996,996,996,9996,9996,96,96,96,96,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,5,3,2,97,3,4,2,5,96,97,813,2106,3,2,96,96,97,97,3,4,7,5,5,5,5,4,96,96,96,96,96,2,1
"751",324416,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,0.954043801302341,0.968127250117911,"0704","卷二",2018,107,812,1155,2,78,5,4,324,4,324,1,4,324,2,2,"",2,"",4,"",1,18,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",6,"",22,"只知是高中，不知道是普通科還是職業科",4,2,3,2,2,2,4,4,2,4,4,3,3,3,4,4,4,0,0,0,1,0,0,0,0,0,3,2,"",2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,6,4,6,4,2,4,4,6,5,6,7,5,3,1,3,3,1,3,1,2,3,4,"",3,"",2,97,2,2,1,4,1,3,2,996,2,96,97,9996,2,97,97,1,1,1,3,3,3,6,3,2,3,3,3,1,"",6,4,4,4,6,4,4,2,2,1,0,30,30,8,2,8,2,2,"",7,"",4,0,240,9,9,9,1,7,9,3,2,4,96,1,"",4,324,560,513,5132,5123,1,7,96,"",96,2,96,"",77,0,9,3,96,"",996,996,996,9996,9996,96,96,96,96,7,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,1,4,3,3,3,4,1,2,96,97,812,1228,2,3,96,96,96,96,1,5,9,5,5,5,7,2,96,96,96,96,96,7,1
"752",324423,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.04574602210905,1.04490625017947,"0704","卷二",2018,107,805,1050,2,40,10,29,87,29,87,1,4,324,1,4,"",4,"",1,"",1,6,"",1,96,12,2,96,96,96,96,96,96,96,96,"",1,1,31,1,"",4,"",1,96,4,"",4,"",19,"",1,"",4,2,2,4,2,2,1,1,1,1,7,7,1,1,7,7,7,0,0,1,0,0,0,0,0,0,5,7,"視企業而定",1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,7,2,7,2,2,4,4,1,6,7,7,1,5,2,3,4,4,4,4,1,4,4,"",3,"",4,2,1,4,4,4,2,96,2,996,2,96,97,9996,97,2,2,2,2,2,4,1,1,7,2,7,1,7,7,1,"",2,1,7,4,2,2,2,1,1,1,3,0,180,4,4,1,2,6,"",7,"",0,0,0,96,96,96,96,96,96,96,96,96,96,11,"",96,9996,560,940,9412,9132,3,1,1,"",5,2,96,"",72,3,0,5,12,"",997,250,820,7222,7222,1,1,1,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"",5,0,98,3,3,1,1,2,2,24,24,97,805,1130,6,2,7,5,96,96,4,0,9,9,9,9,7,3,97,3,8,7,7,7,6
"753",324424,324,3,2,3,2,22,2,2,1.150428851,1.10011136575731,1.07988972020435,1.0958253267786,"0704","卷二",2018,107,805,1135,2,67,4,4,324,4,324,1,4,324,3,2,"",1,"",8,"",1,20,"",1,96,18,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",8,"",97,"",3,2,4,4,1,2,6,3,6,6,7,7,6,3,6,5,3,0,0,1,1,1,0,0,0,0,3,5,"",1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,6,2,6,2,2,5,4,4,2,2,2,1,3,1,2,3,3,3,3,3,3,4,"",5,"",2,1,2,2,1,2,1,4,2,996,1,2,1,2,3,3,2,1,1,1,4,4,4,6,4,2,2,2,2,1,"",5,6,6,4,2,4,3,2,2,2,1,30,90,2,10,10,2,6,"",6,"詩歌類、宗教歌劇",12,0,720,1,1,11,6,2,9,1,2,1,2,1,"",4,333,270,332,3322,3415,10,1,1,"",5,2,96,"",40,12,0,3,96,"",996,996,996,9996,9996,96,96,96,96,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,5,3,3,3,3,3,1,7,96,7,805,1205,4,3,96,96,96,1,3,8,3,3,3,3,4,5,96,96,96,96,96,2,1
