"","id","zip","stratum2","region","stratum2014","region2014","r_stratum2014","psu","ssu","wsel0","wsel","wr_19_4","wr_19_5","wave","qtype","year","year_m","sdt1","sdt2","a1","a2y","a2m","a3city","a3zip","a4city","a4zip","a5","a5city","a5zip","a6","a7","ka7","a8","ka8","a9","ka9","a10","a11","ka11","a12","a12a","a13","a14","a1501","a1502","a1503","a1504","a1505","a1506","a1507","a1508","ka15","a16","a17","a18","a19","ka19","a20","ka20","a20a","a20a1","a21","ka21","a22","ka22","a23","ka23","a24","ka24","b1","b2","b3","b4","b5","b6","b7a","b7b","b7c","b7d","b8a","b8b","b8c","b8d","b9a","b9b","b10","b1101","b1102","b1103","b1104","b1105","b1106","b1107","b1108","b1197","b12a","b12b","kb12b","b13a","b13b","b13c","b13d","b13e","b13f","b13g","b14a","b14b","b14c","b14d","b14e","b14f","b14g","b15a1","b15a2","b15a3","b15a4","b15a5","b15a6","b15a7","b15b1","b15b2","b15b3","b15b4","b15b5","b15b6","b15b7","b15c1","b15c2","b15c3","b15c4","b15c5","b15c6","b15c7","b16","b17","b18","b19","b20a","b20b","b20c","b21a","b21b","b21c","b21d","b22","b23a","b23b","b23c","c1","c2","c3a","c3b","c3c","c3d","c3e","c3f","c3g","c3h","c3i","kc3i","d1","kd1","d2","d3","e1","e2","e3","e4","f1","f1a","f2","f2a","f3","f3a","f4","f4a","f5","f6","f7","f8a","f8b","f8c","f9","f10a","f10b","f10c","f10d","f10e","f11a","f11b","f11c","f12","kf12","f13a","f13b","f13c","f13d","f13e","f13f","f13g","f13h","f13i","g1","g2h","g2m","g2","g3a","g3b","g3c","g4","g5","kg5","g6","kg6","g7h","g7m","g7","g8a","g8b","g8c","g9a","g9b","g9c","g10","g10a","g11","g11a","h1","kh1","h2city","h2zip","h3a3","h3b4","h3b5","h3b5isco88","h4","h5","h6","kh6","h6a","h7","h7a","kh7a","h8","h9y","h9m","h10","h11","kh11","h12","h13a3","h13b4","h13b5","h13b5isco88","h13c","h14","h15","h15a","h16","h1701","h1702","h1703","h1704","h1705","h1706","h1707","h1708","h1709","h1710","h1711","h1712","h1713","h1714","h1715","h1716","h1717","h1718","h1719","h1720","h1721","h1722","h1723","h1724","h1725","kh17","h18","h18a","h19","h20","h21","h22","h23","h24","h25","h26","h27","h28","edt1","edt2","a2n","a13n","a18n","a18n2","f2an","f4an","g2n","g7n","h3a3n","h3b4n","h3b5n","h3b5isco88n","h8n","h9n","h12n","h13a3n","h13b4n","h13b5n","h13b5isco88n","h16n","h18n"
"253",204402,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.21993436918869,1.23709320201448,"0704","卷二",2018,107,807,950,2,81,2,1,204,1,204,2,1,201,1,1,"",1,"",9,"",96,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",8,"",8,"",2,2,4,2,2,1,7,5,5,3,7,1,5,7,5,3,7,0,0,1,0,1,0,0,0,0,4,1,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,"disCH",2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,4,2,5,4,6,6,6,3,3,7,1,1,3,3,6,1,3,1,4,1,4,1,2,4,2,4,"",4,"",1,1,2,4,4,4,2,96,1,1,2,96,2,9996,2,3,1,1,1,1,3,7,3,7,3,1,6,2,5,6,"國語、台語各半",6,7,3,3,7,3,7,7,1,2,2,0,120,1,2,10,1,2,"",7,"",4,0,240,11,11,11,1,6,2,4,96,4,96,1,"",3,222,850,202,2342,2332,4,1,1,"",2,96,96,"",40,1,0,1,96,"",996,996,996,9996,9996,96,96,96,96,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,"",0,96,6,2,3,1,4,5,2,6,96,97,807,1028,2,3,96,96,1,96,3,5,16,2,2,2,4,2,96,96,96,96,96,1,1
"254",204403,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.43821578421234,1.58544134685073,"0704","卷二",2018,107,731,1330,2,29,9,1,204,1,203,1,1,204,1,1,"",1,"",2,"",1,20,"",1,96,18,2,96,96,96,96,96,96,96,96,"",2,3,96,96,"",96,"",96,96,96,"",96,"",4,"",3,"",4,2,1,3,2,2,97,3,5,2,6,3,2,1,5,2,4,1,0,1,1,1,0,0,0,0,5,97,"",1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,"likeCH",2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,4,3,3,6,1,6,3,5,5,3,5,3,3,7,1,3,1,2,1,2,2,2,3,3,4,"",1,"",4,1,2,1,1,3,2,96,2,996,2,96,2,9996,1,2,2,2,1,2,3,1,5,6,3,3,2,6,6,6,"國語、台語各半",6,6,5,3,5,5,5,6,2,1,3,0,180,5,4,1,2,1,"",7,"",3,0,180,4,1,1,1,4,2,2,2,3,2,10,"",96,9996,850,202,2330,2331,5,1,1,"",2,96,96,"",40,29,0,1,96,"",996,996,996,9996,9996,96,96,96,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",2,0,6,3,2,3,2,3,1,24,96,11,731,1428,7,3,96,96,96,96,4,4,16,2,2,2,4,7,96,96,96,96,96,5,3
"255",204405,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.29822382591402,1.26495180398364,"0704","卷二",2018,107,803,928,1,37,8,1,204,1,204,1,1,204,1,1,"",1,"",2,"",2,6,"",1,96,12,1,0,0,0,0,0,1,0,0,"",1,1,38,1,"",6,"",3,2,4,"",1,"",5,"",3,"",1,2,2,1,2,1,5,6,7,2,3,1,2,5,2,5,3,0,0,1,1,1,0,0,0,0,4,5,"",2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,"disCH",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,1,1,7,1,1,5,2,1,3,2,3,5,1,1,2,1,2,2,3,2,2,2,"印度料理",3,"",3,1,2,1,4,2,2,96,1,3,2,96,97,9996,1,97,1,2,2,1,4,2,1,6,2,2,2,2,2,6,"日語台語",6,1,3,3,5,5,6,1,1,1,2,0,120,5,3,7,2,4,"",4,"",0,40,40,4,11,1,1,3,4,4,96,4,96,10,"",96,9996,550,120,1412,1225,6,1,1,"",5,2,96,"",48,3,0,5,1,"",40,690,410,4110,4115,3,1,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,0,5,4,3,1,1,2,2,24,4,10,803,1013,7,2,6,5,1,96,3,2,9,1,1,1,5,3,4,13,4,4,4,3,2
"256",204406,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.32110911882067,1.33608564133791,"0704","卷二",2018,107,812,1342,2,61,5,29,84,29,84,1,1,204,3,5,"菲律賓",5,"菲律賓",7,"",1,19,"",3,2,14,1,0,0,0,0,1,0,0,0,"",2,1,97,1,"",19,"",1,96,1,"",1,"",6,"",6,"",4,4,4,4,2,2,2,6,6,2,5,3,6,2,6,7,4,0,0,0,1,1,0,0,0,0,4,3,"",1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,"disCH",2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,3,4,4,2,2,2,2,6,6,2,2,1,1,1,1,1,1,1,2,1,4,2,1,2,4,4,"",1,"",2,1,1,2,4,4,1,3,1,3,2,96,2,9996,3,3,97,1,1,1,2,2,6,6,1,2,3,2,2,5,"",2,2,6,2,6,2,6,3,2,1,10,0,600,6,5,3,1,4,"",4,"",5,0,300,4,11,11,7,1,4,4,96,1,2,6,"",96,9996,780,516,5322,5133,97,4,1,"",5,2,96,"",84,1,0,5,1,"",997,490,840,8322,8322,1,7,96,96,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,0,4,3,2,2,1,3,2,24,11,11,812,1426,4,3,97,97,1,96,8,6,14,5,5,5,7,2,97,8,8,8,8,3,2
"257",204407,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.23575114507155,1.20419786781931,"0704","卷二",2018,107,1107,2023,1,42,3,1,204,1,203,1,1,204,3,4,"",4,"",2,"",3,11,"",1,96,14,2,96,96,96,96,96,96,96,96,"",1,1,48,1,"",8,"",1,96,1,"",1,"",3,"",97,"",4,2,4,3,2,1,3,2,2,2,2,1,2,1,6,6,3,0,0,1,1,1,0,0,0,0,4,3,"",1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,"disCH",2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,5,4,4,4,1,1,7,2,6,6,5,5,7,7,7,2,1,1,2,2,2,3,2,2,2,4,"",3,"",4,2,1,3,4,4,2,96,2,996,2,96,2,9996,2,1,1,2,2,2,3,1,1,1,3,3,2,6,3,2,"",5,5,5,3,3,3,3,3,2,1,6,0,360,5,8,5,2,1,"",7,"",3,0,180,1,9,9,1,2,6,4,96,4,96,10,"",96,9996,180,250,2151,2143,6,1,1,"",5,2,96,"",40,40,0,5,11,"",40,470,531,5223,5220,1,1,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,6,3,2,1,2,4,2,24,24,5,1107,2130,6,3,5,6,96,96,7,4,3,2,2,2,4,7,4,7,5,5,5,2,3
"258",204408,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,0.953978108933846,1.02442707347637,"0704","卷二",2018,107,1113,1639,1,42,8,3,224,3,224,1,1,204,1,1,"",1,"",5,"",1,3,"",1,96,6,2,96,96,96,96,96,96,96,96,"",2,3,96,96,"",96,"",96,96,96,"",96,"",2,"",1,"",3,3,4,4,3,1,1,1,1,2,6,6,6,2,6,6,6,0,0,1,0,0,0,0,0,0,4,7,"台灣",2,2,1,2,1,1,1,2,2,2,2,2,2,2,94,94,NA,94,94,94,94,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,1,2,6,7,7,7,7,3,7,7,7,4,1,1,3,3,3,3,3,3,3,4,"",3,"",4,94,2,3,4,4,2,96,2,996,2,96,2,9996,97,97,97,2,1,2,3,2,2,2,6,2,2,3,2,2,"",6,7,1,2,6,6,2,4,6,1,1,0,60,8,8,8,5,6,"",7,"",0,20,20,9,9,9,9,9,9,4,96,4,96,10,"",96,9996,960,840,8331,8323,4,3,1,"",5,2,96,"",992,4,0,5,96,"",996,996,996,9996,9996,96,96,96,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,0,3,4,2,2,1,4,2,24,96,97,1113,1800,6,1,96,96,96,96,2,1,19,8,8,8,92,3,96,96,96,96,96,2,3
"259",204409,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.21993436918869,1.23709320201448,"0704","卷二",2018,107,1125,917,2,85,1,1,204,1,204,1,1,204,2,1,"",1,"",5,"",2,11,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",8,"",8,"",3,1,1,3,2,2,6,6,2,6,6,2,6,6,6,6,5,0,0,1,1,0,0,0,0,0,2,3,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,5,2,6,2,2,2,3,4,7,7,7,1,1,1,4,2,4,2,2,4,2,4,"",3,"",3,2,1,4,4,4,2,96,2,996,2,96,2,9996,2,1,1,1,1,1,3,1,1,6,2,1,1,1,1,6,"國語、台語各半",5,5,5,2,2,3,2,2,3,4,96,96,9996,5,2,3,4,2,"",4,"",4,30,270,9,9,9,1,2,5,4,96,4,96,1,"",4,330,860,223,2221,2230,97,1,1,"",1,96,96,"",40,0,6,1,96,"",996,996,996,9996,9996,96,96,96,96,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,5,3,3,2,2,3,1,5,96,10,1125,953,2,3,96,96,96,96,96,6,17,2,2,2,4,2,96,96,96,96,96,4,1
"260",204411,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,0.953978108933846,1.02442707347637,"0704","卷二",2018,107,809,1645,1,38,4,2,117,1,204,1,1,204,3,1,"",1,"",1,"",1,3,"",1,96,6,2,96,96,96,96,96,96,96,96,"",2,1,46,1,"",3,"",1,96,1,"",1,"",1,"",1,"",4,4,4,3,3,2,6,6,2,6,6,3,2,2,2,3,5,0,0,1,0,0,0,0,0,0,4,3,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"disCH",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,97,97,97,6,2,6,2,5,5,5,1,7,7,7,1,1,1,2,2,2,2,2,2,2,4,"",1,"",4,1,3,4,4,4,2,96,2,996,2,96,2,9996,3,97,97,1,1,1,4,3,3,3,3,3,3,3,3,2,"",3,3,3,3,3,5,5,5,3,1,0,30,30,1,1,1,5,1,"",7,"",0,0,0,96,96,96,96,96,96,96,96,96,96,10,"",96,9996,490,720,7233,7233,6,1,1,"",5,2,96,"",48,33,0,3,6,"",60,560,513,5132,5123,1,1,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"",3,0,5,3,3,3,2,3,2,24,24,6,820,1652,6,1,6,6,96,96,1,0,8,7,7,7,5,7,6,9,5,5,5,6,4
"261",204417,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.21993436918869,1.23709320201448,"0704","卷二",2018,107,1115,2130,2,81,8,1,204,1,204,2,1,204,3,1,"",1,"",9,"",96,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",8,"",4,"",2,3,3,3,2,1,6,2,3,6,6,4,3,5,5,2,1,0,0,0,1,1,1,0,0,0,2,1,"",2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,97,3,3,7,2,2,6,4,5,6,7,2,1,5,1,3,2,3,2,2,2,2,4,"",3,"",3,97,2,3,1,4,2,96,1,4,1,8,1,2,3,97,97,1,1,1,3,3,4,7,6,2,2,2,2,6,"國語、台語各半",2,3,2,4,1,3,3,2,2,4,96,96,9996,8,8,2,5,2,"",5,"",15,0,900,9,1,2,9,9,9,1,1,2,1,1,"",3,221,340,410,4132,4113,5,1,1,"",5,3,5,"中國大陸",45,0,7,1,96,"",996,996,996,9996,9996,96,96,96,96,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,"",0,96,5,3,2,2,2,4,2,5,96,5,1115,2225,2,3,96,96,1,1,96,8,3,4,4,4,5,2,96,96,96,96,96,1,1
"262",204418,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.23575114507155,1.20419786781931,"0704","卷二",2018,107,907,1541,1,43,2,1,203,1,204,1,1,204,3,4,"",1,"",2,"",2,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,1,43,1,"",19,"",1,96,1,"",1,"",6,"",97,"",4,4,4,2,2,1,4,5,2,2,7,3,1,2,2,5,1,1,0,1,1,1,1,0,0,0,1,6,"",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,7,6,1,1,1,7,6,3,2,1,2,6,1,1,2,2,2,2,3,2,2,2,"印度料理",1,"",3,1,1,1,1,3,2,96,1,997,1,4,2,9996,3,97,3,1,1,1,4,1,1,1,2,2,1,2,2,2,"",6,2,6,6,3,3,3,7,1,1,1,0,60,5,7,1,5,1,"",4,"",1,0,60,1,9,6,1,2,9,3,2,2,2,2,"",2,103,110,332,3322,3415,2,6,2,"",96,2,96,"",12,10,0,3,1,"",40,850,202,2341,2331,3,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,6,3,2,3,1,1,2,9,10,17,907,1635,6,3,6,6,97,96,2,2,3,3,3,3,2,4,4,16,2,2,2,2,3
"263",204419,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.35848298430469,1.32875819247948,"0704","卷二",2018,107,803,1341,1,51,6,1,204,1,204,1,1,204,1,4,"",1,"",1,"",2,4,"",1,96,9,2,96,96,96,96,96,96,96,96,"",1,1,57,2,"",3,"",1,96,4,"",4,"",3,"",1,"",3,2,3,2,2,2,2,2,2,6,3,1,2,2,6,6,7,0,0,1,0,0,0,0,0,0,4,1,"",1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,4,2,3,6,2,3,1,2,1,7,7,7,1,3,1,4,3,2,2,2,2,2,4,"",1,"",4,1,2,4,4,4,2,96,2,996,1,5,1,1,1,1,1,1,1,1,5,2,2,2,6,6,2,2,2,2,"",1,1,6,1,1,1,1,1,1,1,1,30,90,1,1,1,1,6,"",7,"",0,0,0,96,96,96,96,96,96,96,96,96,96,1,"",1,204,560,512,5131,5123,2,7,96,"",96,2,96,"",56,8,0,3,1,"",56,560,513,5120,5122,1,7,96,96,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,0,5,4,2,2,1,2,2,2,2,4,803,1415,5,2,5,7,96,1,3,0,9,5,5,5,6,4,6,9,5,5,5,3,2
"264",204421,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.23575114507155,1.20419786781931,"0704","卷二",2018,107,1115,1855,1,46,8,1,204,1,204,1,1,204,3,1,"",1,"",2,"",1,12,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,1,50,1,"",8,"",1,96,4,"",4,"",4,"",3,"",4,3,4,1,2,1,2,1,1,2,6,1,2,1,6,6,2,1,0,1,1,1,0,0,0,0,2,7,"台灣",2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,"likeCH",2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,4,4,4,4,6,2,6,1,1,4,1,8,3,6,6,1,1,1,3,1,3,2,2,1,3,4,"",2,"",4,1,1,1,4,3,1,3,1,6,1,4,1,5,1,2,2,1,1,1,3,1,1,6,6,2,2,2,2,2,"",7,6,7,2,1,3,1,1,1,1,1,0,60,5,8,5,3,2,"",4,"",3,0,180,8,9,9,1,2,4,1,2,4,96,1,"",1,200,520,332,3315,3417,4,2,1,"",5,2,96,"",40,3,0,3,11,"",96,960,516,5311,5131,1,7,96,96,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,"",2,0,6,3,3,3,2,3,2,5,24,97,1115,2033,6,3,5,6,2,1,2,4,8,3,3,3,4,3,7,19,5,5,5,6,3
"265",204422,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.184381644903,1.17200400639965,"0704","卷二",2018,107,808,1215,1,79,9,2,106,1,204,1,1,204,1,1,"",2,"",9,"",96,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",1,6,96,96,"",96,"",96,96,96,"",96,"",11,"",10,"",3,2,4,2,2,2,4,3,3,2,6,2,2,4,2,2,4,1,0,1,1,1,0,0,0,0,4,3,"",2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,"disCH",1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,4,4,4,2,6,6,6,6,3,2,5,3,6,2,1,1,2,2,2,2,2,2,2,4,"",3,"",3,1,1,4,4,4,2,96,2,996,2,96,2,9996,3,2,2,1,1,1,4,5,3,6,3,2,3,2,2,6,"國語、台語各半",6,3,3,2,5,3,3,3,2,2,1,0,60,5,1,5,4,2,"",7,"",2,30,150,6,1,1,1,4,6,3,2,3,2,1,"",14,712,80,332,3322,3415,6,1,1,"",5,2,96,"",40,0,11,1,96,"",996,996,996,9996,9996,96,96,96,96,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,5,3,3,1,3,4,1,5,96,13,808,1249,2,3,96,96,96,96,2,4,3,3,3,3,4,2,96,96,96,96,96,3,1
"266",204423,204,2,1,4,1,13,2,2,0.994800301,0.951289701086338,1.38085335580243,1.40026846903441,"0704","卷二",2018,107,807,1941,2,75,12,2,108,1,204,1,1,204,3,1,"",1,"",9,"",96,19,"",1,96,16,2,96,96,96,96,96,96,96,96,"",2,6,96,96,"",96,"",96,96,96,"",96,"",8,"",10,"",3,2,2,4,2,2,5,5,6,3,5,3,6,5,5,2,5,0,0,1,1,1,0,0,0,0,2,5,"",1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,5,6,6,2,2,3,2,1,5,5,5,2,3,1,3,2,3,2,2,3,3,3,"印度料理",1,"",3,1,2,1,1,1,2,96,2,996,2,96,2,9996,3,1,1,1,1,1,3,2,3,6,3,2,2,2,2,1,"",6,6,6,3,3,5,5,3,2,1,2,0,120,5,2,1,1,2,"",5,"",2,0,120,4,1,1,1,4,6,4,96,4,96,1,"",1,202,640,432,4211,4212,5,1,1,"",4,96,96,"",45,7,6,1,96,"",996,996,996,9996,9996,96,96,96,96,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,96,5,3,3,1,2,3,2,6,96,16,807,2016,3,3,96,96,96,96,3,3,11,4,4,4,5,4,96,96,96,96,96,4,1
"267",220201,220,1,1,2,1,12,5,1,0.877762859,0.839371245589118,1.15278892838664,1.14749748502983,"0704","卷二",2018,107,1020,1328,2,60,5,29,82,29,82,1,3,220,3,4,"",4,"",7,"",3,19,"",1,96,18,1,0,0,0,0,1,0,0,0,"",1,1,55,1,"",10,"",1,96,1,"",1,"",97,"",4,"",4,3,4,3,1,2,5,5,2,2,2,1,2,2,6,3,7,0,0,0,1,1,1,0,0,0,5,5,"",2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,"likeCH",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,4,3,2,2,7,2,2,4,1,5,2,2,2,2,1,1,3,3,2,3,3,1,3,4,"",1,"",1,1,1,2,4,4,1,1,2,996,1,6,2,9996,1,3,97,1,1,1,3,1,1,2,1,1,2,2,2,1,"",2,6,4,4,2,2,2,1,2,5,96,96,9996,8,8,8,5,4,"",4,"",1,0,60,9,9,9,7,1,5,1,2,2,2,1,"",3,220,610,420,4222,4222,10,1,1,"",5,2,96,"",40,7,10,3,1,"",40,520,920,9629,9152,97,1,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,0,10,3,2,3,2,5,1,5,4,7,1020,1432,4,3,5,7,96,96,96,2,10,4,4,4,4,4,4,8,9,9,9,3,2
"268",220202,220,1,1,2,1,12,5,1,0.877762859,0.839371245589118,1.33701782142684,1.291256552348,"0704","卷二",2018,107,1019,2110,1,53,10,3,220,3,220,1,3,220,2,1,"",1,"",2,"",2,8,"",1,96,12,2,96,96,96,96,96,96,96,96,"",1,1,62,1,"",7,"",1,96,1,"",1,"",6,"",4,"",3,1,4,3,4,1,5,1,1,2,6,6,2,2,6,6,4,1,0,1,0,0,0,0,0,0,4,93,"",1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,"likeCH",2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,7,2,7,1,1,2,2,5,7,7,7,1,1,1,3,3,3,3,3,3,3,4,"",2,"",4,2,1,1,3,4,2,96,2,996,1,4,2,9996,2,97,3,1,1,1,2,1,1,6,6,1,2,2,2,2,"",7,7,7,2,6,2,2,2,1,1,3,0,180,5,1,8,1,2,"",7,"",0,0,0,96,96,96,96,96,96,96,96,96,96,1,"",3,238,330,370,3122,3119,4,1,1,"",5,2,96,"",43,32,0,4,1,"",40,790,410,4110,4115,1,1,1,5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",3,0,4,3,2,4,4,2,2,7,5,12,1019,2142,5,2,4,8,96,96,4,0,3,1,3,3,5,7,4,14,4,4,4,6,4
"269",220203,220,1,1,2,1,12,5,1,0.877762859,0.839371245589118,0.968818771012505,1.15837938271823,"0704","卷二",2018,107,911,1925,2,34,3,11,654,11,654,1,3,220,2,1,"",1,"",3,"",1,3,"",3,1,1,2,96,96,96,96,96,96,96,96,"",2,1,28,1,"",7,"",1,96,1,"",1,"",3,"",1,"",4,1,1,1,1,1,2,1,2,2,2,5,2,2,7,97,7,0,0,1,0,0,0,0,0,0,97,1,"",1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,"likeCH",2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,5,5,5,3,2,97,97,2,6,6,94,5,7,7,7,1,1,1,4,4,3,4,4,4,4,4,"",4,"",4,1,3,4,4,4,2,96,2,996,2,96,2,9996,97,97,97,1,1,1,97,1,2,4,4,1,1,2,2,2,"",4,97,4,97,4,2,97,2,2,1,5,0,300,2,2,2,1,1,"",1,"",0,0,0,96,96,96,96,96,96,96,96,96,96,11,"",96,9996,960,515,5141,5141,1,7,96,"",96,2,96,"",72,28,0,5,10,"",40,940,370,3341,3431,3,1,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",6,0,97,3,2,2,2,3,1,24,24,97,911,2020,7,1,7,4,96,96,6,0,19,5,5,5,7,7,4,19,1,3,3,6,6
"270",220205,220,1,1,2,1,12,5,1,0.877762859,0.839371245589118,1.00435858305939,0.960157076047261,"0704","卷二",2018,107,1005,1950,1,40,9,4,335,4,335,2,3,220,2,1,"",1,"",2,"",2,4,"",1,96,9,1,0,0,1,0,0,0,0,0,"",1,1,43,1,"",4,"",1,96,1,"",1,"",3,"",3,"",4,4,4,1,2,2,1,3,1,1,7,2,2,1,7,3,7,1,0,1,0,0,0,0,0,0,5,1,"",1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,"likeCH",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,1,3,4,5,2,2,1,1,2,3,5,5,5,3,2,1,1,3,3,2,3,4,4,4,4,"",1,"",4,2,1,3,1,1,2,96,1,4,1,7,1,2,1,1,97,1,1,1,4,1,1,7,1,1,1,1,2,1,"",5,2,6,6,2,2,1,1,1,1,5,0,300,8,8,3,3,1,"",7,"",0,0,0,96,96,96,96,96,96,96,96,96,96,1,"",3,220,330,321,3214,3229,2,7,96,"",96,2,96,"",30,40,0,5,4,"",15,330,940,9112,9132,1,7,96,96,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",3,0,6,3,1,1,1,4,1,5,3,97,1005,2042,6,2,6,6,1,1,6,0,3,3,3,3,3,7,2,3,9,9,9,5,4
